,index,description,category,civic_issue
408,409,"Near Hoodi lake, opposite Ankur Restaurant.",Potholes,1
409,410,The garbage is not being put in the dustbin and is dumped everywhere around the dustbin. ,Waste/Garbage,1
410,411,"A pile of garbage in front of kundalahalli lake. The water here is polluted,it has become a breeding place for mosquitoes.",Waste/Garbage,1
411,412,Lot of garbage right outside the general hospital jayanagar. The garbage has been lying here for days and it stinks too. How can we care for the patients in such an environment?,Waste/Garbage,1
412,413,The people are not throwing the garbage in the bins. They are always throwing it on the ground,Waste/Garbage,1
413,414,The people are dumping garbage on the ground as there are no garbage bins kept there,Waste/Garbage,1
414,415,"People just throw garbage ,do urine and made the place so dirty 
",Waste/Garbage,1
415,416,Open Garbage dump,Waste/Garbage,1
416,417,Overflowing dustbins,Waste/Garbage,1
417,418,There is garbage which has been dumped in the open land,Waste/Garbage,1
418,419,Garbage dumped in the corner of the footpath,Waste/Garbage,1
419,420,The biggest problem of Delhi are the manholes.  Saw this dirt near my office. ,Potholes,1
420,421,"We say we must plant trees to save environment but some people dumps here  and it has been accumulating a large garbage here .please take appropriate action 
",Waste/Garbage,1
421,422,This factory has dumped waste outside on the road,Waste/Garbage,1
422,423,Near the school compound wall in Nungambakkam is filled with garbage. People throw the garbage there.,Waste/Garbage,1
423,424,"A huge pile of garbage is lying on the road
A few cows eat that garbage which has plastic in it
Some even sleep on the garbage",Waste/Garbage,1
424,425,Please clean it .,Waste/Garbage,1
425,426,Open Dump causes pollution with Plastic and air. ,Waste/Garbage,1
426,427,Please clear the garbage near the government girls school.,Waste/Garbage,1
427,428,People's put plastics in the road.,Waste/Garbage,1
428,429,Their is a lot of air pollution,Air,1
429,430,"These dumps have not been cleared for a very long time and more of these are becoming common in our city! Not only do they smell bad and damage the environment, but these dumps also harm many animals.",Waste/Garbage,1
430,431,People should walk or go in cycle for nearby places.Use CNG gas. ,Air,1
431,432,Many accidents are happening because of less street lights ,Streetlights,1
432,433,People are throwing the garbage in vacant space. So I request to clear the garbage as soon as possible. It is very difficult to breathe ,Waste/Garbage,1
433,434,Garbage thrown here,Waste/Garbage,1
434,435,"Garbage strewn right across the pavement, piling on to the road.",Waste/Garbage,1
435,436,Varthur lake is highly contaminated through factory residues.This is also causing bad odour in its vicinity.,Sewage,1
436,437,Pavement virtually unusable with all the trash on it.,Waste/Garbage,1
437,438,Garbage dump created out of a pavement.,Waste/Garbage,1
438,439,"I have noticed this heep of garbage tht is not being
 cleaned and has been piling up everyday",Waste/Garbage,1
439,440,"Please clean this
",Waste/Garbage,1
440,441,There are three dustbins in that location but the garbages were thrown or dumped outside of it and this should taken as a serious issue .Where the Chennai corporation is not responding to this problem,Waste/Garbage,1
441,442,Dumping of waste has caused a bad view on the passage way of the lake,Waste/Garbage,1
442,443,There is a long potholes I  the main road where its difficult for two wheelers as it always a busy place . Due to this potholes it can slip the two wheelers and it may lead to an accident. ,Potholes,1
443,444,From past 10 days we are complainting there is no response ,Sewage,1
444,445,When the government have installed meters for autos.then why dont the autos follow them?why is the government not taking action?,Traffic/Parking,1
445,446,"What are the traffic police doing?when the bikers pass them without wearing helmet noticed?

",Traffic/Parking,1
446,447,Garbage are thrown nearby our house one one is not caring ,Waste/Garbage,1
447,448,Parked in the turning of the road,Traffic/Parking,1
448,449,"In this lane there is so much of Drainage waste, Construction material waste and Household dumping lying from past 6 months. Its continuously raising the disease alarm. ",Waste/Garbage,1
449,450,Dumping of garbage in vacant site. It is a very big issue. It stinks a lot. Very harmful for our health.,Waste/Garbage,1
450,451,Vechiles are not able to come easily ,Traffic/Parking,1
451,452,There is a drainage near our street and garbage lying there may go inside the drainage and cause problems,Waste/Garbage,1
452,453,"The
 sewage water is overflowing and leading tobad odour as well. ",Sewage,1
453,454,It's thrown all over the place. ,Waste/Garbage,1
454,455,It's a huge stretch of Garbage dump next to highway,Waste/Garbage,1
455,456,The bin is full and it's thrown next to it.,Waste/Garbage,1
456,457,Garbage dump. Filled with flies and cow was eating from there.,Waste/Garbage,1
457,458,Manhole has been partially opened for the past 3 months,Potholes,1
458,459,Garbage is being dumped next to the garbage can. And it acts as an breeding place for mosquitoes and also the plastic waste is eaten by goats ,Waste/Garbage,1
459,460,Waste water,Potholes,1
460,461,Garbage dumped has not been cleared     for the past 3 weeks ,Waste/Garbage,1
461,462,"Water is not drained properly in my society.
Dirty water is stagnant which also causes mosquitoes to breed.",Sewage,1
462,463,Please clean the road and keep a dustbin in every road,Waste/Garbage,1
463,464,Reduce using vehicles,Traffic/Parking,1
464,465,Put new roads by taking our old road,Potholes,1
465,466,"Water scarcity, no water in taps. ",Water,1
466,467,"There is no garbage dustbins here.people throw their garbages in land which may cause health hazards in future
",Waste/Garbage,1
467,468,Ice house bus stand opposite of course u could see  that the plastic is overflowed  and cows and other animals eat plastic and might lead to death . This is because there is no street  dustbin now .. ,Waste/Garbage,1
468,469,"If water is leaked water scarcity must be there 
",Water,1
469,470,"Opposite
 to Maruti Suzuki motors(Kalyani motors).
There is an empty site next to Venkateshwara steels, the open space in the front is completely filled with garbage and used as urinal site.",Waste/Garbage,1
470,471,If street lights are not there many peoples are slipped and getting hurt ,Potholes,1
471,472,Leakage of drainage water has flooded the entire road.,Potholes,1
472,473,"People are spliting in the road
",Waste/Garbage,1
473,474,Near my house there is a dustbin. It is not being cleaned or cleared.There are many mosquitos and so we tried to clean it but after sometime the thing happened.,Waste/Garbage,1
474,475,"It is because of water bore and ever house is doing it and we cannot even walk
",Traffic/Parking,1
475,476,"In front of house their are drums kept and mosquitoes are coming
",Water,1
476,477,"Sir, In this place there was a common dustbin but now there is no dustbin not only here. In every where there were dust bin is now having a God's  photo so people would not put garbage ",Waste/Garbage,1
477,478,The roads in my area are too dirty. The dustbins in our area are so badly kept . The bin shown in the image is in right front of the corporation office but still it remains the same.,Waste/Garbage,1
478,479,The man holes on the pedestrian path are not properly sealed and so they cause discomfort to whoever who walks past it. Whenever it rains the drainage overflows and it becomes smelly.,Potholes,1
479,480,I really thing cows are suppose to be kept in a safe and nice place instead  of  standing here and there at morning there would more than 5 cows which is  really disturbing  people even to stand .,Traffic/Parking,1
480,481,This is the condition for many years,Waste/Garbage,1
481,482,"Street lights are not working for past 2 years please do the need full.thank you
",Streetlights,1
482,483,"There are electrical wires hanging off the post. 
Many pedestrians commuting in that footpath find it difficult because of these wires . As a pedestrian I wouldn't like it to be hanging there .",Streetlights,1
483,484,A large no.  Of wastes are there near the dustbin. So the nearby buildings gets stinky smell. There are just throwing waste inside a plastic bag. Many cows roaming there eats the even the plastic bag.,Waste/Garbage,1
484,485,"Instead of keeping a garbage dump in the vacant land , we can plant more trees",Waste/Garbage,1
485,486,Garbage is blocking the pathway. The stench is also disgusting ,Waste/Garbage,1
486,487,Manholes are overflowing,Potholes,1
487,488,The waste comes out to the road most of the times which is difficult for vehicles to travel through that way as it blocks the upcoming vehicles.,Waste/Garbage,1
488,489,This place has been the major dump place for this area and it has been in this condition for many years. The government have not taken any step towards this problem even after repeated complaining.,Waste/Garbage,1
489,490,Garbage is dumped a lot under the triplicane railways station. The cows also feed on these,Waste/Garbage,1
490,491,Use of vehicles can be reduced and vehicles such as cycles can replace huge cars and the number of factories in our country can be reduced,Air,1
491,492,Garbage bin has been removed from our street.  No place to put our garbages. Please provide bin.,Waste/Garbage,1
492,493,It's not been clean from long time. It's stinking,Waste/Garbage,1
493,494,This is place in arunachalam road saligramam where this particular spot has been dug up for sewage cleaning and the road has not been laid properly yet.,Potholes,1
494,495,This is place in arunachalam road saligramam where this particular spot has been dug up for sewage cleaning and the road has not been laid properly yet.,Potholes,1
495,496,This is place in arunachalam road saligramam where this particular spot has been dug up for sewage cleaning and the road has not been laid properly yet.,Potholes,1
496,497,"A plastic bag once thrown in the ground take centuries together to degenerate. Since most of the plastic bags we use are not biodegradable,they would just break into small pieces and never decompose.",Waste/Garbage,1
497,498,Garbages(especially food waster) are thrown in road side. There are lot of mosquitos and flies are coming from there. ,Waste/Garbage,1
498,499,Government officials can solve the problem ,Waste/Garbage,1
499,500,Garbage (especially food waste) are thrown in road side. Lot of house flies and mosquitos are coming from there.,Waste/Garbage,1
500,501,Dustbin is full. And needs to be cleared,Waste/Garbage,1
501,502,Open drain in place of footpath at Hulimavu Gate. Caused by metro construction.,Sewage,1
502,503,Drainage covers strewn on roadside next to Hopcom,Waste/Garbage,1
503,504,"This is old and rusted signal in the platform of dav boys school,mogappair.chidren might get hurt here",Streetlights,1
504,505,"This garbage is beside my house which stinks a lot
",Waste/Garbage,1
505,506,This garbage dump is overfull and not noticed by the government.many street shop may get affected by this.,Waste/Garbage,1
506,507,"This is also near my house where people through the waste on the road side and go
",Waste/Garbage,1
507,508,"This a overfilled garbage not noticed by corporation.many road shop maight get affected from this
",Waste/Garbage,1
508,509,"Please make sure that we would keep a garbage disposal here
",Waste/Garbage,1
509,510,This is a car glass and branch in a platform.,Waste/Garbage,1
510,511,"Road was not been properly made.first the road was full of mud .then they came and put some pebbles and they left the road for 8 months.the cars and bikes are going in 70km speed .please repair these
",Potholes,1
